ticker	path	path_candle	path_stra	Net Profit	Net Profit_per	Total Closed Trades	Percent Profitable	Profit Factor	Max Drawdown	Max Drawdown_per	Avg Trade	Avg Trade_per	Avg # Bars in Trades
EVR	d_price/pine_tree\EVR_d5_q0.171_id302_pine.java	d_price/TRAVIEW_stra/EVR_candles.png	d_price/TRAVIEW_stra/EVR_stra.png	231.96 USD	0.02%	47	61.7%	7.716	19.06 USD	0%	4.94 USD	8.82%	17
EVRG	d_price/pine_tree\EVRG_d5_q0.215_id1172_pine.java	d_price/TRAVIEW_stra/EVRG_candles.png	d_price/TRAVIEW_stra/EVRG_stra.png	19.83 USD	0%	113	46.9%	1.775	7.55 USD	0%	0.18 USD	0.38%	9
EVRI	d_price/pine_tree\EVRI_d5_q0.176_id729_pine.java	d_price/TRAVIEW_stra/EVRI_candles.png	d_price/TRAVIEW_stra/EVRI_stra.png	57.73 USD	0.01%	173	71.68%	4.191	9.48 USD	0%	0.33 USD	5.3%	12
EVTC	d_price/pine_tree\EVTC_d5_q0.205_id842_pine.java	d_price/TRAVIEW_stra/EVTC_candles.png	d_price/TRAVIEW_stra/EVTC_stra.png	36.79 USD	0%	49	46.94%	2.002	14.95 USD	0%	0.75 USD	2.39%	39
EVV	d_price/pine_tree\EVV_d5_q0.292_id2075_pine.java	d_price/TRAVIEW_stra/EVV_candles.png	d_price/TRAVIEW_stra/EVV_stra.png	3.24 USD	0%	72	51.39%	1.268	10.32 USD	0%	0.04 USD	0.91%	9
EW	d_price/pine_tree\EW_d5_q0.223_id316_pine.java	d_price/TRAVIEW_stra/EW_candles.png	d_price/TRAVIEW_stra/EW_stra.png	159.69 USD	0.02%	210	60%	10.534	6.47 USD	0%	0.76 USD	1.75%	8
EWBC	d_price/pine_tree\EWBC_d5_q0.191_id1670_pine.java	d_price/TRAVIEW_stra/EWBC_candles.png	d_price/TRAVIEW_stra/EWBC_stra.png	205.61 USD	0.02%	314	59.87%	3.423	32.00 USD	0%	0.65 USD	2.36%	6
EXAS	d_price/pine_tree\EXAS_d5_q0.164_id682_pine.java	d_price/TRAVIEW_stra/EXAS_candles.png	d_price/TRAVIEW_stra/EXAS_stra.png	525.90 USD	0.05%	155	67.74%	13.83	40.43 USD	0%	3.39 USD	7.27%	16
EXC	d_price/pine_tree\EXC_d5_q0.26_id2183_pine.java	d_price/TRAVIEW_stra/EXC_candles.png	d_price/TRAVIEW_stra/EXC_stra.png	50.75 USD	0.01%	694	48.7%	1.234	127.97 USD	0.01%	0.07 USD	0.44%	15
EXEL	d_price/pine_tree\EXEL_d5_q0.179_id1636_pine.java	d_price/TRAVIEW_stra/EXEL_candles.png	d_price/TRAVIEW_stra/EXEL_stra.png	47.39 USD	0%	117	56.41%	2.152	28.50 USD	0%	0.41 USD	6.39%	25
EXG	d_price/pine_tree\EXG_d5_q0.261_id2032_pine.java	d_price/TRAVIEW_stra/EXG_candles.png	d_price/TRAVIEW_stra/EXG_stra.png	0.11 USD	0%	18	72.22%	1.081	1.20 USD	0%	0.01 USD	0.18%	11
EXK	d_price/pine_tree\EXK_d5_q0.16_id1245_pine.java	d_price/TRAVIEW_stra/EXK_candles.png	d_price/TRAVIEW_stra/EXK_stra.png	22.53 USD	0%	147	76.87%	5.636	5.21 USD	0%	0.15 USD	5.12%	4
EXLS	d_price/pine_tree\EXLS_d5_q0.222_id229_pine.java	d_price/TRAVIEW_stra/EXLS_candles.png	d_price/TRAVIEW_stra/EXLS_stra.png	66.44 USD	0.01%	173	64.16%	4.733	8.70 USD	0%	0.38 USD	2.66%	14
EXP	d_price/pine_tree\EXP_d5_q0.181_id1783_pine.java	d_price/TRAVIEW_stra/EXP_candles.png	d_price/TRAVIEW_stra/EXP_stra.png	86.84 USD	0.01%	119	57.98%	2.452	17.61 USD	0%	0.73 USD	1.07%	6
EXPD	d_price/pine_tree\EXPD_d5_q0.224_id815_pine.java	d_price/TRAVIEW_stra/EXPD_candles.png	d_price/TRAVIEW_stra/EXPD_stra.png	148.83 USD	0.01%	266	47.37%	2.832	68.14 USD	0.01%	0.56 USD	0.42%	7
EXPE	d_price/pine_tree\EXPE_d5_q0.223_id1291_pine.java	d_price/TRAVIEW_stra/EXPE_candles.png	d_price/TRAVIEW_stra/EXPE_stra.png	59.04 USD	0.01%	41	63.41%	7.905	26.98 USD	0%	1.44 USD	1.41%	5
EXPO	d_price/pine_tree\EXPO_d5_q0.207_id2091_pine.java	d_price/TRAVIEW_stra/EXPO_candles.png	d_price/TRAVIEW_stra/EXPO_stra.png	91.88 USD	0.01%	145	62.76%	8.111	14.57 USD	0%	0.63 USD	3.36%	7
EXPR	d_price/pine_tree\EXPR_d5_q0.176_id814_pine.java	d_price/TRAVIEW_stra/EXPR_candles.png	d_price/TRAVIEW_stra/EXPR_stra.png	45.92 USD	0%	17	58.82%	2.381	33.04 USD	0%	2.70 USD	1.78%	4
EXR	d_price/pine_tree\EXR_d5_q0.228_id1336_pine.java	d_price/TRAVIEW_stra/EXR_candles.png	d_price/TRAVIEW_stra/EXR_stra.png	246.74 USD	0.02%	102	72.55%	9.387	11.61 USD	0%	2.42 USD	3.3%	12
EXTR	d_price/pine_tree\EXTR_d5_q0.183_id238_pine.java	d_price/TRAVIEW_stra/EXTR_candles.png	d_price/TRAVIEW_stra/EXTR_stra.png	21.64 USD	0%	139	32.37%	1.621	18.60 USD	0%	0.16 USD	0.08%	4
EYE	d_price/pine_tree\EYE_d5_q0.243_id1128_pine.java	d_price/TRAVIEW_stra/EYE_candles.png	d_price/TRAVIEW_stra/EYE_stra.png	34.41 USD	0%	32	62.5%	6.237	3.73 USD	0%	1.08 USD	4.59%	5
EYEN	d_price/pine_tree\EYEN_d5_q0.221_id373_pine.java	d_price/TRAVIEW_stra/EYEN_candles.png	d_price/TRAVIEW_stra/EYEN_stra.png	2.69 USD	0%	33	81.82%	2.494	2.54 USD	0%	0.08 USD	3.39%	4
EYPT	d_price/pine_tree\EYPT_d5_q0.135_id2204_pine.java	d_price/TRAVIEW_stra/EYPT_candles.png	d_price/TRAVIEW_stra/EYPT_stra.png	35.63 USD	0%	85	64.71%	1.758	29.05 USD	0%	0.42 USD	3.59%	4
EZPW	d_price/pine_tree\EZPW_d5_q0.197_id2107_pine.java	d_price/TRAVIEW_stra/EZPW_candles.png	d_price/TRAVIEW_stra/EZPW_stra.png	77.22 USD	0.01%	321	55.14%	2.679	9.05 USD	0%	0.24 USD	2.91%	8
F	d_price/pine_tree\F_d5_q0.206_id398_pine.java	d_price/TRAVIEW_stra/F_candles.png	d_price/TRAVIEW_stra/F_stra.png	39.15 USD	0%	602	54.82%	1.357	51.26 USD	0.01%	0.07 USD	1.01%	10
FAF	d_price/pine_tree\FAF_d5_q0.205_id687_pine.java	d_price/TRAVIEW_stra/FAF_candles.png	d_price/TRAVIEW_stra/FAF_stra.png	53.84 USD	0.01%	16	81.25%	28.469	8.99 USD	0%	3.36 USD	8.63%	9
FAMI	d_price/pine_tree\FAMI_d5_q0.31_id1770_pine.java	d_price/TRAVIEW_stra/FAMI_candles.png	d_price/TRAVIEW_stra/FAMI_stra.png	166.33 USD	0.02%	76	65.79%	1.218	466.50 USD	0.05%	2.19 USD	3.66%	6
FANG	d_price/pine_tree\FANG_d5_q0.183_id690_pine.java	d_price/TRAVIEW_stra/FANG_candles.png	d_price/TRAVIEW_stra/FANG_stra.png	327.34 USD	0.03%	103	72.82%	6.025	19.65 USD	0%	3.18 USD	5.89%	6
FANUY	d_price/pine_tree\FANUY_d5_q0.212_id2165_pine.java	d_price/TRAVIEW_stra/FANUY_candles.png	d_price/TRAVIEW_stra/FANUY_stra.png	39.34 USD	0%	164	56.71%	2.397	5.11 USD	0%	0.24 USD	1.37%	6
FARM	d_price/pine_tree\FARM_d5_q0.203_id1225_pine.java	d_price/TRAVIEW_stra/FARM_candles.png	d_price/TRAVIEW_stra/FARM_stra.png	94.27 USD	0.01%	535	48.04%	1.722	24.19 USD	0%	0.18 USD	1.15%	6
FARO	d_price/pine_tree\FARO_d5_q0.198_id1228_pine.java	d_price/TRAVIEW_stra/FARO_candles.png	d_price/TRAVIEW_stra/FARO_stra.png	84.79 USD	0.01%	160	51.88%	2.113	22.08 USD	0%	0.53 USD	0.95%	3
FAST	d_price/pine_tree\FAST_d5_q0.181_id341_pine.java	d_price/TRAVIEW_stra/FAST_candles.png	d_price/TRAVIEW_stra/FAST_stra.png	197.81 USD	0.02%	141	71.63%	5.382	23.97 USD	0%	1.40 USD	14.83%	71
FATE	d_price/pine_tree\FATE_d5_q0.14_id784_pine.java	d_price/TRAVIEW_stra/FATE_candles.png	d_price/TRAVIEW_stra/FATE_stra.png	49.31 USD	0%	83	73.49%	3.049	18.60 USD	0%	0.59 USD	4.71%	5
FAX	d_price/pine_tree\FAX_d5_q0.266_id1176_pine.java	d_price/TRAVIEW_stra/FAX_candles.png	d_price/TRAVIEW_stra/FAX_stra.png	6.02 USD	0%	180	48.89%	1.829	1.97 USD	0%	0.03 USD	0.63%	8
FBIN	d_price/pine_tree\FBIN_d5_q0.202_id1783_pine.java	d_price/TRAVIEW_stra/FBIN_candles.png	d_price/TRAVIEW_stra/FBIN_stra.png	203.00 USD	0.02%	65	73.85%	30.853	6.20 USD	0%	3.12 USD	6.51%	11
FBIO	d_price/pine_tree\FBIO_d5_q0.157_id2135_pine.java	d_price/TRAVIEW_stra/FBIO_candles.png	d_price/TRAVIEW_stra/FBIO_stra.png	230.27 USD	0.02%	96	67.71%	2.71	73.91 USD	0.01%	2.40 USD	11.11%	9
FBP	d_price/pine_tree\FBP_d5_q0.187_id843_pine.java	d_price/TRAVIEW_stra/FBP_candles.png	d_price/TRAVIEW_stra/FBP_stra.png	49.07 USD	0%	415	44.1%	1.102	175.74 USD	0.02%	0.12 USD	1.29%	5
FCEL	d_price/pine_tree\FCEL_d5_q0.151_id329_pine.java	d_price/TRAVIEW_stra/FCEL_candles.png	d_price/TRAVIEW_stra/FCEL_stra.png	1 937.28 USD	0.19%	153	64.05%	2.535	1 430.50 USD	0.14%	12.66 USD	4.48%	6
FCF	d_price/pine_tree\FCF_d5_q0.241_id1698_pine.java	d_price/TRAVIEW_stra/FCF_candles.png	d_price/TRAVIEW_stra/FCF_stra.png	24.96 USD	0%	132	57.58%	3.152	2.75 USD	0%	0.19 USD	1.69%	8
FCN	d_price/pine_tree\FCN_d5_q0.209_id1289_pine.java	d_price/TRAVIEW_stra/FCN_candles.png	d_price/TRAVIEW_stra/FCN_stra.png	301.35 USD	0.03%	263	60.84%	4.416	16.34 USD	0%	1.15 USD	1.68%	7
FCNCA	d_price/pine_tree\FCNCA_d5_q0.198_id1673_pine.java	d_price/TRAVIEW_stra/FCNCA_candles.png	d_price/TRAVIEW_stra/FCNCA_stra.png	3 411.15 USD	0.34%	226	60.62%	11.941	91.45 USD	0.01%	15.09 USD	3.13%	9
FCX	d_price/pine_tree\FCX_d5_q0.139_id706_pine.java	d_price/TRAVIEW_stra/FCX_candles.png	d_price/TRAVIEW_stra/FCX_stra.png	69.61 USD	0.01%	213	52.11%	1.476	44.03 USD	0%	0.33 USD	1.11%	9
FDP	d_price/pine_tree\FDP_d5_q0.188_id2242_pine.java	d_price/TRAVIEW_stra/FDP_candles.png	d_price/TRAVIEW_stra/FDP_stra.png	38.63 USD	0%	73	47.95%	1.854	45.23 USD	0%	0.53 USD	0.82%	18
FDS	d_price/pine_tree\FDS_d5_q0.211_id1582_pine.java	d_price/TRAVIEW_stra/FDS_candles.png	d_price/TRAVIEW_stra/FDS_stra.png	1 314.10 USD	0.13%	208	67.79%	4.876	87.73 USD	0.01%	6.32 USD	3.68%	29
FDX	d_price/pine_tree\FDX_d5_q0.21_id859_pine.java	d_price/TRAVIEW_stra/FDX_candles.png	d_price/TRAVIEW_stra/FDX_stra.png	789.73 USD	0.08%	314	67.52%	6.349	74.61 USD	0.01%	2.52 USD	2.63%	9
FE	d_price/pine_tree\FE_d5_q0.23_id1634_pine.java	d_price/TRAVIEW_stra/FE_candles.png	d_price/TRAVIEW_stra/FE_stra.png	148.04 USD	0.01%	809	52.29%	1.615	59.51 USD	0.01%	0.18 USD	0.58%	10
FET	d_price/pine_tree\FET_d5_q0.153_id1612_pine.java	d_price/TRAVIEW_stra/FET_candles.png	d_price/TRAVIEW_stra/FET_stra.png	291.57 USD	0.03%	95	60%	1.624	241.12 USD	0.02%	3.07 USD	2.73%	7
FF	d_price/pine_tree\FF_d5_q0.228_id678_pine.java	d_price/TRAVIEW_stra/FF_candles.png	d_price/TRAVIEW_stra/FF_stra.png	36.84 USD	0%	83	75.9%	13.239	1.76 USD	0%	0.44 USD	4.19%	5
FFBC	d_price/pine_tree\FFBC_d5_q0.195_id2151_pine.java	d_price/TRAVIEW_stra/FFBC_candles.png	d_price/TRAVIEW_stra/FFBC_stra.png	19.75 USD	0%	54	57.41%	1.632	22.90 USD	0%	0.37 USD	10.31%	78
FFIN	d_price/pine_tree\FFIN_d5_q0.22_id1269_pine.java	d_price/TRAVIEW_stra/FFIN_candles.png	d_price/TRAVIEW_stra/FFIN_stra.png	26.44 USD	0%	133	51.88%	3.058	6.63 USD	0%	0.20 USD	0.33%	6
FFIV	d_price/pine_tree\FFIV_d5_q0.225_id1721_pine.java	d_price/TRAVIEW_stra/FFIV_candles.png	d_price/TRAVIEW_stra/FFIV_stra.png	313.50 USD	0.03%	165	66.06%	3.855	38.11 USD	0%	1.90 USD	3.66%	8
FFWM	d_price/pine_tree\FFWM_d5_q0.181_id757_pine.java	d_price/TRAVIEW_stra/FFWM_candles.png	d_price/TRAVIEW_stra/FFWM_stra.png	60.02 USD	0.01%	96	62.5%	3.771	5.65 USD	0%	0.63 USD	4.43%	15
FGEN	d_price/pine_tree\FGEN_d5_q0.155_id1178_pine.java	d_price/TRAVIEW_stra/FGEN_candles.png	d_price/TRAVIEW_stra/FGEN_stra.png	30.98 USD	0%	29	82.76%	10.275	3.75 USD	0%	1.07 USD	8.94%	4
FHB	d_price/pine_tree\FHB_d5_q0.179_id261_pine.java	d_price/TRAVIEW_stra/FHB_candles.png	d_price/TRAVIEW_stra/FHB_stra.png	20.09 USD	0%	15	93.33%	78.269	1.81 USD	0%	1.34 USD	6.58%	7
FHI	d_price/pine_tree\FHI_d5_q0.176_id1630_pine.java	d_price/TRAVIEW_stra/FHI_candles.png	d_price/TRAVIEW_stra/FHI_stra.png	76.85 USD	0.01%	128	57.03%	2.337	61.03 USD	0.01%	0.60 USD	2.83%	9
FHN	d_price/pine_tree\FHN_d5_q0.204_id1187_pine.java	d_price/TRAVIEW_stra/FHN_candles.png	d_price/TRAVIEW_stra/FHN_stra.png	106.57 USD	0.01%	517	55.71%	1.493	107.87 USD	0.01%	0.21 USD	2.77%	42
FI	d_price/pine_tree\FI_d5_q0.26_id360_pine.java	d_price/TRAVIEW_stra/FI_candles.png	d_price/TRAVIEW_stra/FI_stra.png	80.61 USD	0.01%	400	46.5%	3.825	5.17 USD	0%	0.20 USD	0.3%	6
FIBK	d_price/pine_tree\FIBK_d5_q0.218_id1642_pine.java	d_price/TRAVIEW_stra/FIBK_candles.png	d_price/TRAVIEW_stra/FIBK_stra.png	4.13 USD	0%	8	75%	5.302	2.72 USD	0%	0.52 USD	2.08%	3
FICO	d_price/pine_tree\FICO_d5_q0.242_id247_pine.java	d_price/TRAVIEW_stra/FICO_candles.png	d_price/TRAVIEW_stra/FICO_stra.png	1 625.33 USD	0.16%	368	56.79%	4.274	247.50 USD	0.02%	4.42 USD	1.99%	19
FINV	d_price/pine_tree\FINV_d5_q0.207_id1231_pine.java	d_price/TRAVIEW_stra/FINV_candles.png	d_price/TRAVIEW_stra/FINV_stra.png	8.03 USD	0%	32	90.63%	23.306	0.63 USD	0%	0.25 USD	8.57%	5
FIS	d_price/pine_tree\FIS_d5_q0.218_id2200_pine.java	d_price/TRAVIEW_stra/FIS_candles.png	d_price/TRAVIEW_stra/FIS_stra.png	37.67 USD	0%	39	53.85%	4.158	7.43 USD	0%	0.97 USD	0.58%	5
FITB	d_price/pine_tree\FITB_d5_q0.187_id2225_pine.java	d_price/TRAVIEW_stra/FITB_candles.png	d_price/TRAVIEW_stra/FITB_stra.png	−81.50 USD	−0.01%	95	55.79%	0.372	116.46 USD	0.01%	−0.86 USD	−3.39%	17
FIVE	d_price/pine_tree\FIVE_d5_q0.16_id2144_pine.java	d_price/TRAVIEW_stra/FIVE_candles.png	d_price/TRAVIEW_stra/FIVE_stra.png	400.17 USD	0.04%	113	76.99%	11.856	19.82 USD	0%	3.54 USD	3.5%	5
FIVN	d_price/pine_tree\FIVN_d5_q0.162_id1273_pine.java	d_price/TRAVIEW_stra/FIVN_candles.png	d_price/TRAVIEW_stra/FIVN_stra.png	332.98 USD	0.03%	123	81.3%	5.373	54.09 USD	0.01%	2.71 USD	5.67%	9
FIX	d_price/pine_tree\FIX_d5_q0.189_id2077_pine.java	d_price/TRAVIEW_stra/FIX_candles.png	d_price/TRAVIEW_stra/FIX_stra.png	437.23 USD	0.04%	128	55.47%	3.843	94.65 USD	0.01%	3.42 USD	2.67%	20
FIXX	d_price/pine_tree\FIXX_d5_q0.205_id2140_pine.java	d_price/TRAVIEW_stra/FIXX_candles.png	d_price/TRAVIEW_stra/FIXX_stra.png	11.38 USD	0%	37	75.68%	2.883	3.80 USD	0%	0.31 USD	4.01%	3
FIZZ	d_price/pine_tree\FIZZ_d5_q0.161_id838_pine.java	d_price/TRAVIEW_stra/FIZZ_candles.png	d_price/TRAVIEW_stra/FIZZ_stra.png	127.14 USD	0.01%	85	48.24%	8.336	10.55 USD	0%	1.50 USD	1.95%	16
FL	d_price/pine_tree\FL_d5_q0.195_id1580_pine.java	d_price/TRAVIEW_stra/FL_candles.png	d_price/TRAVIEW_stra/FL_stra.png	149.68 USD	0.01%	513	57.12%	2.154	28.35 USD	0%	0.29 USD	1.12%	6
FLEX	d_price/pine_tree\FLEX_d5_q0.193_id1663_pine.java	d_price/TRAVIEW_stra/FLEX_candles.png	d_price/TRAVIEW_stra/FLEX_stra.png	−11.59 USD	0%	377	57.82%	0.899	69.99 USD	0.01%	−0.03 USD	−0.33%	7
FLO	d_price/pine_tree\FLO_d5_q0.238_id726_pine.java	d_price/TRAVIEW_stra/FLO_candles.png	d_price/TRAVIEW_stra/FLO_stra.png	59.57 USD	0.01%	193	49.74%	7.762	9.34 USD	0%	0.31 USD	1.09%	21
FLR	d_price/pine_tree\FLR_d5_q0.156_id2177_pine.java	d_price/TRAVIEW_stra/FLR_candles.png	d_price/TRAVIEW_stra/FLR_stra.png	33.36 USD	0%	57	64.91%	1.747	25.81 USD	0%	0.59 USD	6.3%	22
FLS	d_price/pine_tree\FLS_d5_q0.164_id1184_pine.java	d_price/TRAVIEW_stra/FLS_candles.png	d_price/TRAVIEW_stra/FLS_stra.png	240.76 USD	0.02%	906	55.74%	2.638	32.60 USD	0%	0.27 USD	1.04%	11
FLT	d_price/pine_tree\FLT_d5_q0.232_id2175_pine.java	d_price/TRAVIEW_stra/FLT_candles.png	d_price/TRAVIEW_stra/FLT_stra.png	544.37 USD	0.05%	103	84.47%	9.414	91.49 USD	0.01%	5.29 USD	2.73%	7
FLXS	d_price/pine_tree\FLXS_d5_q0.208_id1133_pine.java	d_price/TRAVIEW_stra/FLXS_candles.png	d_price/TRAVIEW_stra/FLXS_stra.png	210.85 USD	0.02%	564	48.23%	3.061	17.42 USD	0%	0.37 USD	1.29%	8
FMC	d_price/pine_tree\FMC_d5_q0.167_id2246_pine.java	d_price/TRAVIEW_stra/FMC_candles.png	d_price/TRAVIEW_stra/FMC_stra.png	42.33 USD	0%	150	52%	1.899	12.41 USD	0%	0.28 USD	0.84%	6
FMS	d_price/pine_tree\FMS_d5_q0.218_id1582_pine.java	d_price/TRAVIEW_stra/FMS_candles.png	d_price/TRAVIEW_stra/FMS_stra.png	9.85 USD	0%	89	49.44%	1.443	9.43 USD	0%	0.11 USD	0.3%	9
FMX	d_price/pine_tree\FMX_d5_q0.198_id1714_pine.java	d_price/TRAVIEW_stra/FMX_candles.png	d_price/TRAVIEW_stra/FMX_stra.png	32.17 USD	0%	104	49.04%	1.458	62.91 USD	0.01%	0.31 USD	0.71%	7
FN	d_price/pine_tree\FN_d5_q0.171_id682_pine.java	d_price/TRAVIEW_stra/FN_candles.png	d_price/TRAVIEW_stra/FN_stra.png	686.52 USD	0.07%	130	67.69%	9.877	65.90 USD	0.01%	5.28 USD	11.8%	47
FNB	d_price/pine_tree\FNB_d5_q0.186_id1721_pine.java	d_price/TRAVIEW_stra/FNB_candles.png	d_price/TRAVIEW_stra/FNB_stra.png	−1.86 USD	0%	45	35.56%	0.697	4.72 USD	0%	−0.04 USD	−0.34%	6
FNF	d_price/pine_tree\FNF_d5_q0.193_id1175_pine.java	d_price/TRAVIEW_stra/FNF_candles.png	d_price/TRAVIEW_stra/FNF_stra.png	105.73 USD	0.01%	125	52%	4.548	8.39 USD	0%	0.85 USD	2.78%	20
FNKO	d_price/pine_tree\FNKO_d5_q0.252_id676_pine.java	d_price/TRAVIEW_stra/FNKO_candles.png	d_price/TRAVIEW_stra/FNKO_stra.png	69.73 USD	0.01%	71	83.1%	4.609	31.69 USD	0%	0.98 USD	9.51%	12
FNMAS	d_price/pine_tree\FNMAS_d5_q0.191_id1727_pine.java	d_price/TRAVIEW_stra/FNMAS_candles.png	d_price/TRAVIEW_stra/FNMAS_stra.png	64.30 USD	0.01%	202	60.4%	3.554	16.39 USD	0%	0.32 USD	7.81%	9
FNV	d_price/pine_tree\FNV_d5_q0.163_id2103_pine.java	d_price/TRAVIEW_stra/FNV_candles.png	d_price/TRAVIEW_stra/FNV_stra.png	100.02 USD	0.01%	61	80.33%	3.971	21.51 USD	0%	1.64 USD	2.08%	5
FOLD	d_price/pine_tree\FOLD_d5_q0.179_id817_pine.java	d_price/TRAVIEW_stra/FOLD_candles.png	d_price/TRAVIEW_stra/FOLD_stra.png	−27.00 USD	0%	209	44.02%	0.845	57.82 USD	0.01%	−0.13 USD	2.92%	28
FORM	d_price/pine_tree\FORM_d5_q0.195_id1280_pine.java	d_price/TRAVIEW_stra/FORM_candles.png	d_price/TRAVIEW_stra/FORM_stra.png	120.16 USD	0.01%	403	63.77%	1.881	69.13 USD	0.01%	0.30 USD	1.9%	6
FORR	d_price/pine_tree\FORR_d5_q0.167_id242_pine.java	d_price/TRAVIEW_stra/FORR_candles.png	d_price/TRAVIEW_stra/FORR_stra.png	48.09 USD	0%	37	72.97%	6.025	8.66 USD	0%	1.30 USD	3.7%	8
FORTY	d_price/pine_tree\FORTY_d5_q0.259_id381_pine.java	d_price/TRAVIEW_stra/FORTY_candles.png	d_price/TRAVIEW_stra/FORTY_stra.png	16.18 USD	0%	163	44.79%	1.116	57.16 USD	0.01%	0.10 USD	−0.71%	6
FOSL	d_price/pine_tree\FOSL_d5_q0.137_id1179_pine.java	d_price/TRAVIEW_stra/FOSL_candles.png	d_price/TRAVIEW_stra/FOSL_stra.png	288.02 USD	0.03%	585	50.94%	2.274	49.94 USD	0%	0.49 USD	1.78%	5
FOXF	d_price/pine_tree\FOXF_d5_q0.202_id1250_pine.java	d_price/TRAVIEW_stra/FOXF_candles.png	d_price/TRAVIEW_stra/FOXF_stra.png	91.23 USD	0.01%	32	65.63%	3.068	32.23 USD	0%	2.85 USD	3.77%	18
FPF	d_price/pine_tree\FPF_d5_q0.296_id2057_pine.java	d_price/TRAVIEW_stra/FPF_candles.png	d_price/TRAVIEW_stra/FPF_stra.png	14.91 USD	0%	33	72.73%	11.883	1.20 USD	0%	0.45 USD	2.1%	14
FPI	d_price/pine_tree\FPI_d5_q0.194_id1277_pine.java	d_price/TRAVIEW_stra/FPI_candles.png	d_price/TRAVIEW_stra/FPI_stra.png	7.75 USD	0%	72	66.67%	1.997	4.64 USD	0%	0.11 USD	1.5%	9
FPL	d_price/pine_tree\FPL_d5_q0.183_id386_pine.java	d_price/TRAVIEW_stra/FPL_candles.png	d_price/TRAVIEW_stra/FPL_stra.png	10.86 USD	0%	44	75%	4.906	3.75 USD	0%	0.25 USD	4.79%	7
FQVLF	d_price/pine_tree\FQVLF_d5_q0.143_id2170_pine.java	d_price/TRAVIEW_stra/FQVLF_candles.png	d_price/TRAVIEW_stra/FQVLF_stra.png	27.75 USD	0%	38	73.68%	6.892	1.57 USD	0%	0.73 USD	5.29%	4
FR	d_price/pine_tree\FR_d5_q0.22_id855_pine.java	d_price/TRAVIEW_stra/FR_candles.png	d_price/TRAVIEW_stra/FR_stra.png	7.52 USD	0%	249	52.61%	1.055	69.63 USD	0.01%	0.03 USD	−0.02%	15
FRGT	d_price/pine_tree\FRGT_d5_q0.234_id1295_pine.java	d_price/TRAVIEW_stra/FRGT_candles.png	d_price/TRAVIEW_stra/FRGT_stra.png	27 302.20 USD	2.73%	60	76.67%	24.281	4 950.51 USD	0.49%	455.04 USD	10.32%	5
FRME	d_price/pine_tree\FRME_d5_q0.192_id704_pine.java	d_price/TRAVIEW_stra/FRME_candles.png	d_price/TRAVIEW_stra/FRME_stra.png	56.10 USD	0.01%	336	49.7%	1.611	27.78 USD	0%	0.17 USD	0.37%	6
FRO	d_price/pine_tree\FRO_d5_q0.16_id1159_pine.java	d_price/TRAVIEW_stra/FRO_candles.png	d_price/TRAVIEW_stra/FRO_stra.png	17.15 USD	0%	110	52.73%	1.155	43.87 USD	0%	0.16 USD	2.15%	4
FRPT	d_price/pine_tree\FRPT_d5_q0.179_id2026_pine.java	d_price/TRAVIEW_stra/FRPT_candles.png	d_price/TRAVIEW_stra/FRPT_stra.png	79.66 USD	0.01%	39	69.23%	8.268	6.80 USD	0%	2.04 USD	5.37%	7
FRSX	d_price/pine_tree\FRSX_d5_q0.225_id1126_pine.java	d_price/TRAVIEW_stra/FRSX_candles.png	d_price/TRAVIEW_stra/FRSX_stra.png	129.97 USD	0.01%	35	71.43%	13.497	5.07 USD	0%	3.71 USD	29.36%	4
FRT	d_price/pine_tree\FRT_d5_q0.196_id256_pine.java	d_price/TRAVIEW_stra/FRT_candles.png	d_price/TRAVIEW_stra/FRT_stra.png	249.06 USD	0.02%	205	68.29%	8.356	34.98 USD	0%	1.21 USD	2.62%	13
FSK	d_price/pine_tree\FSK_d5_q0.234_id2200_pine.java	d_price/TRAVIEW_stra/FSK_candles.png	d_price/TRAVIEW_stra/FSK_stra.png	9.37 USD	0%	34	70.59%	2.246	3.17 USD	0%	0.28 USD	1.19%	9
FSLR	d_price/pine_tree\FSLR_d5_q0.207_id294_pine.java	d_price/TRAVIEW_stra/FSLR_candles.png	d_price/TRAVIEW_stra/FSLR_stra.png	24.51 USD	0%	109	56.88%	1.096	169.71 USD	0.02%	0.22 USD	1.48%	5
FSM	d_price/pine_tree\FSM_d5_q0.151_id1617_pine.java	d_price/TRAVIEW_stra/FSM_candles.png	d_price/TRAVIEW_stra/FSM_stra.png	20.68 USD	0%	221	59.28%	2.031	9.71 USD	0%	0.09 USD	2.78%	6
FSP	d_price/pine_tree\FSP_d5_q0.183_id1634_pine.java	d_price/TRAVIEW_stra/FSP_candles.png	d_price/TRAVIEW_stra/FSP_stra.png	−2.47 USD	0%	23	26.09%	0.332	3.30 USD	0%	−0.11 USD	−1.12%	4
FSR	d_price/pine_tree\FSR_d5_q0.377_id1291_pine.java	d_price/TRAVIEW_stra/FSR_candles.png	d_price/TRAVIEW_stra/FSR_stra.png	40.28 USD	0%	45	88.89%	22.846	2.23 USD	0%	0.90 USD	9.31%	4
FSS	d_price/pine_tree\FSS_d5_q0.157_id1208_pine.java	d_price/TRAVIEW_stra/FSS_candles.png	d_price/TRAVIEW_stra/FSS_stra.png	14.80 USD	0%	59	44.07%	2.607	7.18 USD	0%	0.25 USD	0%	6
