ticker	path	path_candle	path_stra	Net Profit	Net Profit_per	Total Closed Trades	Percent Profitable	Profit Factor	Max Drawdown	Max Drawdown_per	Avg Trade	Avg Trade_per	Avg # Bars in Trades
LSTR	d_price/pine_tree\LSTR_d5_q0.194_id1335_pine.java	d_price/TRAVIEW_stra/LSTR_candles.png	d_price/TRAVIEW_stra/LSTR_stra.png	158.63 USD	0.02%	241	62.24%	2.352	54.58 USD	0.01%	0.66 USD	1.15%	6
LSXMA	d_price/pine_tree\LSXMA_d5_q0.231_id1235_pine.java	d_price/TRAVIEW_stra/LSXMA_candles.png	d_price/TRAVIEW_stra/LSXMA_stra.png	59.79 USD	0.01%	29	93.1%	34.217	2.26 USD	0%	2.06 USD	6.51%	9
LSXMK	d_price/pine_tree\LSXMK_d5_q0.262_id278_pine.java	d_price/TRAVIEW_stra/LSXMK_candles.png	d_price/TRAVIEW_stra/LSXMK_stra.png	54.88 USD	0.01%	45	82.22%	18.204	2.79 USD	0%	1.22 USD	3.32%	4
LTC	d_price/pine_tree\LTC_d5_q0.244_id2125_pine.java	d_price/TRAVIEW_stra/LTC_candles.png	d_price/TRAVIEW_stra/LTC_stra.png	36.65 USD	0%	158	51.27%	2.132	10.98 USD	0%	0.23 USD	0.8%	6
LTRPA	d_price/pine_tree\LTRPA_d5_q0.149_id442_pine.java	d_price/TRAVIEW_stra/LTRPA_candles.png	d_price/TRAVIEW_stra/LTRPA_stra.png	22.50 USD	0%	63	68.25%	3.87	6.33 USD	0%	0.36 USD	5.97%	6
LTRX	d_price/pine_tree\LTRX_d5_q0.225_id2125_pine.java	d_price/TRAVIEW_stra/LTRX_candles.png	d_price/TRAVIEW_stra/LTRX_stra.png	4.53 USD	0%	62	58.06%	1.394	9.65 USD	0%	0.07 USD	0.02%	5
LULU	d_price/pine_tree\LULU_d5_q0.168_id732_pine.java	d_price/TRAVIEW_stra/LULU_candles.png	d_price/TRAVIEW_stra/LULU_stra.png	370.22 USD	0.04%	72	84.72%	10.771	47.41 USD	0%	5.14 USD	4.61%	5
LUMN	d_price/pine_tree\LUMN_d5_q0.174_id1673_pine.java	d_price/TRAVIEW_stra/LUMN_candles.png	d_price/TRAVIEW_stra/LUMN_stra.png	7.09 USD	0%	77	53.25%	1.45	8.70 USD	0%	0.09 USD	0.18%	6
LUV	d_price/pine_tree\LUV_d5_q0.254_id1326_pine.java	d_price/TRAVIEW_stra/LUV_candles.png	d_price/TRAVIEW_stra/LUV_stra.png	52.55 USD	0.01%	135	49.63%	6.898	5.31 USD	0%	0.39 USD	1.84%	9
LVMUY	d_price/pine_tree\LVMUY_d5_q0.23_id1757_pine.java	d_price/TRAVIEW_stra/LVMUY_candles.png	d_price/TRAVIEW_stra/LVMUY_stra.png	190.95 USD	0.02%	143	56.64%	3.002	45.99 USD	0%	1.34 USD	0.79%	8
LVO	d_price/pine_tree\LVO_d5_q0.171_id2031_pine.java	d_price/TRAVIEW_stra/LVO_candles.png	d_price/TRAVIEW_stra/LVO_stra.png	3.57 USD	0%	34	67.65%	3.38	0.86 USD	0%	0.10 USD	8.77%	4
LVS	d_price/pine_tree\LVS_d5_q0.215_id1261_pine.java	d_price/TRAVIEW_stra/LVS_candles.png	d_price/TRAVIEW_stra/LVS_stra.png	12.29 USD	0%	16	75%	1.54	21.54 USD	0%	0.77 USD	−3.75%	8
LW	d_price/pine_tree\LW_d5_q0.227_id1718_pine.java	d_price/TRAVIEW_stra/LW_candles.png	d_price/TRAVIEW_stra/LW_stra.png	95.66 USD	0.01%	48	64.58%	2.765	46.89 USD	0%	1.99 USD	3.42%	17
LWLG	d_price/pine_tree\LWLG_d5_q0.189_id1637_pine.java	d_price/TRAVIEW_stra/LWLG_candles.png	d_price/TRAVIEW_stra/LWLG_stra.png	61.91 USD	0.01%	140	64.29%	16.174	1.35 USD	0%	0.44 USD	11.54%	4
LX	d_price/pine_tree\LX_d5_q0.256_id721_pine.java	d_price/TRAVIEW_stra/LX_candles.png	d_price/TRAVIEW_stra/LX_stra.png	50.17 USD	0.01%	87	87.36%	31.969	2.19 USD	0%	0.58 USD	9.04%	7
LXFR	d_price/pine_tree\LXFR_d5_q0.22_id727_pine.java	d_price/TRAVIEW_stra/LXFR_candles.png	d_price/TRAVIEW_stra/LXFR_stra.png	52.72 USD	0.01%	75	81.33%	6.984	4.25 USD	0%	0.70 USD	4.87%	9
LXP	d_price/pine_tree\LXP_d5_q0.201_id786_pine.java	d_price/TRAVIEW_stra/LXP_candles.png	d_price/TRAVIEW_stra/LXP_stra.png	−7.32 USD	0%	244	51.23%	0.902	44.30 USD	0%	−0.03 USD	0.44%	17
LXRX	d_price/pine_tree\LXRX_d5_q0.175_id1222_pine.java	d_price/TRAVIEW_stra/LXRX_candles.png	d_price/TRAVIEW_stra/LXRX_stra.png	50.57 USD	0.01%	186	55.91%	1.55	55.20 USD	0.01%	0.27 USD	2.8%	4
LXU	d_price/pine_tree\LXU_d5_q0.144_id766_pine.java	d_price/TRAVIEW_stra/LXU_candles.png	d_price/TRAVIEW_stra/LXU_stra.png	20.38 USD	0%	154	51.3%	2.323	4.37 USD	0%	0.13 USD	1.59%	3
LYB	d_price/pine_tree\LYB_d5_q0.207_id2185_pine.java	d_price/TRAVIEW_stra/LYB_candles.png	d_price/TRAVIEW_stra/LYB_stra.png	−0.37 USD	0%	23	60.87%	0.98	13.99 USD	0%	−0.02 USD	−0.85%	4
LYG	d_price/pine_tree\LYG_d5_q0.18_id2080_pine.java	d_price/TRAVIEW_stra/LYG_candles.png	d_price/TRAVIEW_stra/LYG_stra.png	42.98 USD	0%	369	56.91%	1.802	22.82 USD	0%	0.12 USD	1.77%	5
LYTS	d_price/pine_tree\LYTS_d5_q0.187_id1169_pine.java	d_price/TRAVIEW_stra/LYTS_candles.png	d_price/TRAVIEW_stra/LYTS_stra.png	12.52 USD	0%	98	55.1%	1.669	12.00 USD	0%	0.13 USD	1.45%	5
LYV	d_price/pine_tree\LYV_d5_q0.191_id362_pine.java	d_price/TRAVIEW_stra/LYV_candles.png	d_price/TRAVIEW_stra/LYV_stra.png	78.92 USD	0.01%	54	66.67%	3.765	30.16 USD	0%	1.46 USD	2.36%	18
LZAGY	d_price/pine_tree\LZAGY_d5_q0.244_id1229_pine.java	d_price/TRAVIEW_stra/LZAGY_candles.png	d_price/TRAVIEW_stra/LZAGY_stra.png	109.32 USD	0.01%	156	60.26%	2.438	39.44 USD	0%	0.70 USD	1.75%	16
LZB	d_price/pine_tree\LZB_d5_q0.182_id2117_pine.java	d_price/TRAVIEW_stra/LZB_candles.png	d_price/TRAVIEW_stra/LZB_stra.png	16.43 USD	0%	58	56.9%	2.457	4.99 USD	0%	0.28 USD	1.46%	11
M	d_price/pine_tree\M_d5_q0.165_id1297_pine.java	d_price/TRAVIEW_stra/M_candles.png	d_price/TRAVIEW_stra/M_stra.png	33.75 USD	0%	103	60.19%	2.285	11.26 USD	0%	0.33 USD	2.95%	4
MA	d_price/pine_tree\MA_d5_q0.22_id713_pine.java	d_price/TRAVIEW_stra/MA_candles.png	d_price/TRAVIEW_stra/MA_stra.png	224.52 USD	0.02%	47	78.72%	8.383	20.93 USD	0%	4.78 USD	4.63%	24
MAC	d_price/pine_tree\MAC_d5_q0.212_id689_pine.java	d_price/TRAVIEW_stra/MAC_candles.png	d_price/TRAVIEW_stra/MAC_stra.png	58.44 USD	0.01%	106	59.43%	2.38	17.45 USD	0%	0.55 USD	4.09%	8
MAG	d_price/pine_tree\MAG_d5_q0.144_id1697_pine.java	d_price/TRAVIEW_stra/MAG_candles.png	d_price/TRAVIEW_stra/MAG_stra.png	0.62 USD	0%	30	56.67%	1.057	10.79 USD	0%	0.02 USD	−0.61%	9
MAIN	d_price/pine_tree\MAIN_d5_q0.243_id1625_pine.java	d_price/TRAVIEW_stra/MAIN_candles.png	d_price/TRAVIEW_stra/MAIN_stra.png	48.81 USD	0%	83	67.47%	3.315	8.12 USD	0%	0.59 USD	2.27%	13
MAN	d_price/pine_tree\MAN_d5_q0.201_id1666_pine.java	d_price/TRAVIEW_stra/MAN_candles.png	d_price/TRAVIEW_stra/MAN_stra.png	36.31 USD	0%	322	54.97%	1.113	130.29 USD	0.01%	0.11 USD	0.11%	13
MANH	d_price/pine_tree\MANH_d5_q0.236_id683_pine.java	d_price/TRAVIEW_stra/MANH_candles.png	d_price/TRAVIEW_stra/MANH_stra.png	445.78 USD	0.04%	221	66.97%	6.595	38.22 USD	0%	2.02 USD	6.02%	10
MANU	d_price/pine_tree\MANU_d5_q0.21_id354_pine.java	d_price/TRAVIEW_stra/MANU_candles.png	d_price/TRAVIEW_stra/MANU_stra.png	29.86 USD	0%	53	71.7%	6.409	5.16 USD	0%	0.56 USD	3.58%	6
MAR	d_price/pine_tree\MAR_d5_q0.186_id1615_pine.java	d_price/TRAVIEW_stra/MAR_candles.png	d_price/TRAVIEW_stra/MAR_stra.png	345.85 USD	0.03%	212	63.21%	3.609	44.08 USD	0%	1.63 USD	1.79%	10
MARA	d_price/pine_tree\MARA_d5_q0.178_id270_pine.java	d_price/TRAVIEW_stra/MARA_candles.png	d_price/TRAVIEW_stra/MARA_stra.png	41.28 USD	0%	46	71.74%	6.678	9.89 USD	0%	0.90 USD	7.51%	4
MAS	d_price/pine_tree\MAS_d5_q0.217_id370_pine.java	d_price/TRAVIEW_stra/MAS_candles.png	d_price/TRAVIEW_stra/MAS_stra.png	7.64 USD	0%	121	48.76%	1.179	25.31 USD	0%	0.06 USD	0.24%	19
MASI	d_price/pine_tree\MASI_d5_q0.192_id400_pine.java	d_price/TRAVIEW_stra/MASI_candles.png	d_price/TRAVIEW_stra/MASI_stra.png	234.37 USD	0.02%	67	47.76%	2.816	121.26 USD	0.01%	3.50 USD	4.2%	21
MAT	d_price/pine_tree\MAT_d5_q0.169_id2117_pine.java	d_price/TRAVIEW_stra/MAT_candles.png	d_price/TRAVIEW_stra/MAT_stra.png	62.69 USD	0.01%	539	49.91%	2.039	12.89 USD	0%	0.12 USD	1.13%	5
MATW	d_price/pine_tree\MATW_d5_q0.176_id1231_pine.java	d_price/TRAVIEW_stra/MATW_candles.png	d_price/TRAVIEW_stra/MATW_stra.png	76.31 USD	0.01%	140	56.43%	1.951	28.29 USD	0%	0.55 USD	2.54%	17
MATX	d_price/pine_tree\MATX_d5_q0.177_id1782_pine.java	d_price/TRAVIEW_stra/MATX_candles.png	d_price/TRAVIEW_stra/MATX_stra.png	126.04 USD	0.01%	340	66.18%	2.925	18.07 USD	0%	0.37 USD	1.86%	8
MBGYY	d_price/pine_tree\MBGYY_d5_q0.214_id1600_pine.java	d_price/TRAVIEW_stra/MBGYY_candles.png	d_price/TRAVIEW_stra/MBGYY_stra.png	4.18 USD	0%	19	57.89%	2.756	2.10 USD	0%	0.22 USD	1.09%	4
MBI	d_price/pine_tree\MBI_d5_q0.204_id692_pine.java	d_price/TRAVIEW_stra/MBI_candles.png	d_price/TRAVIEW_stra/MBI_stra.png	−88.83 USD	−0.01%	287	57.14%	0.627	147.63 USD	0.01%	−0.31 USD	0.48%	12
MBOT	d_price/pine_tree\MBOT_d5_q0.188_id1145_pine.java	d_price/TRAVIEW_stra/MBOT_candles.png	d_price/TRAVIEW_stra/MBOT_stra.png	579 915.92 USD	57.99%	154	50.65%	2.852	163 369.01 USD	16.34%	3 765.69 USD	5.14%	4
MBUU	d_price/pine_tree\MBUU_d5_q0.151_id686_pine.java	d_price/TRAVIEW_stra/MBUU_candles.png	d_price/TRAVIEW_stra/MBUU_stra.png	59.70 USD	0.01%	28	75%	10.629	5.71 USD	0%	2.13 USD	6.71%	10
MC	d_price/pine_tree\MC_d5_q0.177_id1181_pine.java	d_price/TRAVIEW_stra/MC_candles.png	d_price/TRAVIEW_stra/MC_stra.png	521.60 EUR	0.05%	106	55.66%	2.177	336.30 EUR	0.03%	4.92 EUR	2.01%	29
MCB	d_price/pine_tree\MCB_d5_q0.269_id1739_pine.java	d_price/TRAVIEW_stra/MCB_candles.png	d_price/TRAVIEW_stra/MCB_stra.png	144.62 USD	0.01%	43	97.67%	517.5	11.65 USD	0%	3.36 USD	10.17%	7
MCD	d_price/pine_tree\MCD_d5_q0.243_id820_pine.java	d_price/TRAVIEW_stra/MCD_candles.png	d_price/TRAVIEW_stra/MCD_stra.png	127.33 USD	0.01%	216	48.61%	4.554	22.45 USD	0%	0.59 USD	0.52%	6
MCHP	d_price/pine_tree\MCHP_d5_q0.191_id326_pine.java	d_price/TRAVIEW_stra/MCHP_candles.png	d_price/TRAVIEW_stra/MCHP_stra.png	368.64 USD	0.04%	381	59.32%	4.555	23.27 USD	0%	0.97 USD	2.75%	12
MCK	d_price/pine_tree\MCK_d5_q0.235_id1747_pine.java	d_price/TRAVIEW_stra/MCK_candles.png	d_price/TRAVIEW_stra/MCK_stra.png	224.30 USD	0.02%	127	52.76%	2.839	71.43 USD	0.01%	1.77 USD	0.49%	10
MCO	d_price/pine_tree\MCO_d5_q0.199_id425_pine.java	d_price/TRAVIEW_stra/MCO_candles.png	d_price/TRAVIEW_stra/MCO_stra.png	287.42 USD	0.03%	125	62.4%	5.478	48.88 USD	0%	2.30 USD	2.58%	7
MCRB	d_price/pine_tree\MCRB_d5_q0.16_id1301_pine.java	d_price/TRAVIEW_stra/MCRB_candles.png	d_price/TRAVIEW_stra/MCRB_stra.png	12.88 USD	0%	27	55.56%	6.091	2.31 USD	0%	0.48 USD	5.98%	13
MD	d_price/pine_tree\MD_d5_q0.16_id1133_pine.java	d_price/TRAVIEW_stra/MD_candles.png	d_price/TRAVIEW_stra/MD_stra.png	30.07 USD	0%	157	50.32%	1.704	19.24 USD	0%	0.19 USD	0.33%	5
MDB	d_price/pine_tree\MDB_d5_q0.306_id1166_pine.java	d_price/TRAVIEW_stra/MDB_candles.png	d_price/TRAVIEW_stra/MDB_stra.png	287.13 USD	0.03%	17	88.24%	57.745	35.01 USD	0%	16.89 USD	5.27%	8
MDC	d_price/pine_tree\MDC_d5_q0.191_id1274_pine.java	d_price/TRAVIEW_stra/MDC_candles.png	d_price/TRAVIEW_stra/MDC_stra.png	117.23 USD	0.01%	647	51.47%	1.61	43.25 USD	0%	0.18 USD	1.66%	7
MDGL	d_price/pine_tree\MDGL_d5_q0.155_id232_pine.java	d_price/TRAVIEW_stra/MDGL_candles.png	d_price/TRAVIEW_stra/MDGL_stra.png	195.64 USD	0.02%	77	64.94%	1.951	163.71 USD	0.02%	2.54 USD	4.73%	4
MDLZ	d_price/pine_tree\MDLZ_d5_q0.242_id1282_pine.java	d_price/TRAVIEW_stra/MDLZ_candles.png	d_price/TRAVIEW_stra/MDLZ_stra.png	130.24 USD	0.01%	128	66.41%	4.994	11.66 USD	0%	1.02 USD	2.54%	12
MDRX	d_price/pine_tree\MDRX_d5_q0.178_id1176_pine.java	d_price/TRAVIEW_stra/MDRX_candles.png	d_price/TRAVIEW_stra/MDRX_stra.png	−0.57 USD	0%	126	57.14%	0.979	13.45 USD	0%	−0.01 USD	1.07%	4
MDT	d_price/pine_tree\MDT_d5_q0.219_id1221_pine.java	d_price/TRAVIEW_stra/MDT_candles.png	d_price/TRAVIEW_stra/MDT_stra.png	38.42 USD	0%	114	51.75%	2.241	12.02 USD	0%	0.34 USD	1.08%	5
MDU	d_price/pine_tree\MDU_d5_q0.219_id767_pine.java	d_price/TRAVIEW_stra/MDU_candles.png	d_price/TRAVIEW_stra/MDU_stra.png	10.39 USD	0%	204	67.65%	1.772	10.62 USD	0%	0.05 USD	0.99%	6
MDXG	d_price/pine_tree\MDXG_d5_q0.159_id796_pine.java	d_price/TRAVIEW_stra/MDXG_candles.png	d_price/TRAVIEW_stra/MDXG_stra.png	43.55 USD	0%	157	66.88%	5.471	3.84 USD	0%	0.28 USD	4.14%	7
MED	d_price/pine_tree\MED_d5_q0.195_id2217_pine.java	d_price/TRAVIEW_stra/MED_candles.png	d_price/TRAVIEW_stra/MED_stra.png	500.30 USD	0.05%	309	50.16%	6.137	36.86 USD	0%	1.62 USD	0.8%	8
MEDP	d_price/pine_tree\MEDP_d5_q0.304_id2059_pine.java	d_price/TRAVIEW_stra/MEDP_candles.png	d_price/TRAVIEW_stra/MEDP_stra.png	1 660.83 USD	0.17%	233	73.39%	8.988	67.79 USD	0.01%	7.13 USD	4.62%	5
MEGEF	d_price/pine_tree\MEGEF_d5_q0.128_id230_pine.java	d_price/TRAVIEW_stra/MEGEF_candles.png	d_price/TRAVIEW_stra/MEGEF_stra.png	0.96 USD	0%	58	50%	1.061	8.21 USD	0%	0.02 USD	1.13%	4
MEI	d_price/pine_tree\MEI_d5_q0.208_id1174_pine.java	d_price/TRAVIEW_stra/MEI_candles.png	d_price/TRAVIEW_stra/MEI_stra.png	14.49 USD	0%	74	64.86%	2.353	27.80 USD	0%	0.20 USD	0.17%	7
MELI	d_price/pine_tree\MELI_d5_q0.199_id724_pine.java	d_price/TRAVIEW_stra/MELI_candles.png	d_price/TRAVIEW_stra/MELI_stra.png	5 320.70 USD	0.53%	240	58.75%	7.817	361.54 USD	0.04%	22.17 USD	3.45%	7
MEOH	d_price/pine_tree\MEOH_d5_q0.193_id247_pine.java	d_price/TRAVIEW_stra/MEOH_candles.png	d_price/TRAVIEW_stra/MEOH_stra.png	−45.81 USD	0%	172	47.09%	0.704	108.19 USD	0.01%	−0.27 USD	0.1%	14
MERC	d_price/pine_tree\MERC_d5_q0.162_id2246_pine.java	d_price/TRAVIEW_stra/MERC_candles.png	d_price/TRAVIEW_stra/MERC_stra.png	12.06 USD	0%	85	51.76%	2.193	5.80 USD	0%	0.14 USD	1.91%	4
MESO	d_price/pine_tree\MESO_d5_q0.188_id1150_pine.java	d_price/TRAVIEW_stra/MESO_candles.png	d_price/TRAVIEW_stra/MESO_stra.png	125.06 USD	0.01%	121	66.94%	4.214	21.62 USD	0%	1.03 USD	7.25%	7
MET	d_price/pine_tree\MET_d5_q0.219_id767_pine.java	d_price/TRAVIEW_stra/MET_candles.png	d_price/TRAVIEW_stra/MET_stra.png	63.65 USD	0.01%	87	60.92%	2.447	12.36 USD	0%	0.73 USD	1.93%	19
META	d_price/pine_tree\META_d5_q0.204_id2216_pine.java	d_price/TRAVIEW_stra/META_candles.png	d_price/TRAVIEW_stra/META_stra.png	−12.37 USD	0%	3	0%	0	12.37 USD	0%	−4.12 USD	−1.38%	3
METC	d_price/pine_tree\METC_d5_q0.152_id2227_pine.java	d_price/TRAVIEW_stra/METC_candles.png	d_price/TRAVIEW_stra/METC_stra.png	52.10 USD	0.01%	83	65.06%	6.169	5.17 USD	0%	0.63 USD	8.29%	18
MFA	d_price/pine_tree\MFA_d5_q0.254_id1244_pine.java	d_price/TRAVIEW_stra/MFA_candles.png	d_price/TRAVIEW_stra/MFA_stra.png	14.92 USD	0%	63	61.9%	1.792	8.15 USD	0%	0.24 USD	1.07%	7
MFC	d_price/pine_tree\MFC_d5_q0.202_id366_pine.java	d_price/TRAVIEW_stra/MFC_candles.png	d_price/TRAVIEW_stra/MFC_stra.png	70.99 USD	0.01%	221	62.9%	2.787	8.56 USD	0%	0.32 USD	1.85%	7
MFIC	d_price/pine_tree\MFIC_d5_q0.236_id346_pine.java	d_price/TRAVIEW_stra/MFIC_candles.png	d_price/TRAVIEW_stra/MFIC_stra.png	25.17 USD	0%	61	59.02%	3.375	35.33 USD	0%	0.41 USD	3.21%	13
MGA	d_price/pine_tree\MGA_d5_q0.205_id1769_pine.java	d_price/TRAVIEW_stra/MGA_candles.png	d_price/TRAVIEW_stra/MGA_stra.png	277.52 USD	0.03%	607	57.99%	2.41	64.12 USD	0.01%	0.46 USD	0.86%	11
MGIC	d_price/pine_tree\MGIC_d5_q0.209_id860_pine.java	d_price/TRAVIEW_stra/MGIC_candles.png	d_price/TRAVIEW_stra/MGIC_stra.png	0.76 USD	0%	29	58.62%	1.194	2.67 USD	0%	0.03 USD	0.65%	3
MGM	d_price/pine_tree\MGM_d5_q0.223_id1204_pine.java	d_price/TRAVIEW_stra/MGM_candles.png	d_price/TRAVIEW_stra/MGM_stra.png	106.23 USD	0.01%	425	62.35%	1.659	95.91 USD	0.01%	0.25 USD	1.05%	7
MGNI	d_price/pine_tree\MGNI_d5_q0.165_id2137_pine.java	d_price/TRAVIEW_stra/MGNI_candles.png	d_price/TRAVIEW_stra/MGNI_stra.png	61.91 USD	0.01%	127	74.02%	11.067	3.01 USD	0%	0.49 USD	4.63%	4
MGNX	d_price/pine_tree\MGNX_d5_q0.154_id1216_pine.java	d_price/TRAVIEW_stra/MGNX_candles.png	d_price/TRAVIEW_stra/MGNX_stra.png	158.39 USD	0.02%	57	73.68%	9.646	12.47 USD	0%	2.78 USD	41.4%	14
MGPI	d_price/pine_tree\MGPI_d5_q0.151_id233_pine.java	d_price/TRAVIEW_stra/MGPI_candles.png	d_price/TRAVIEW_stra/MGPI_stra.png	54.97 USD	0.01%	128	58.59%	3.806	7.65 USD	0%	0.43 USD	1.05%	5
MGTX	d_price/pine_tree\MGTX_d5_q0.198_id434_pine.java	d_price/TRAVIEW_stra/MGTX_candles.png	d_price/TRAVIEW_stra/MGTX_stra.png	−19.72 USD	0%	29	20.69%	0.082	20.56 USD	0%	−0.68 USD	−4.22%	4
MHK	d_price/pine_tree\MHK_d5_q0.185_id2042_pine.java	d_price/TRAVIEW_stra/MHK_candles.png	d_price/TRAVIEW_stra/MHK_stra.png	144.35 USD	0.01%	297	46.8%	1.437	134.63 USD	0.01%	0.49 USD	0.34%	5
MHO	d_price/pine_tree\MHO_d5_q0.203_id1318_pine.java	d_price/TRAVIEW_stra/MHO_candles.png	d_price/TRAVIEW_stra/MHO_stra.png	21.05 USD	0%	37	59.46%	1.772	17.12 USD	0%	0.57 USD	5.18%	28
MIDD	d_price/pine_tree\MIDD_d5_q0.224_id301_pine.java	d_price/TRAVIEW_stra/MIDD_candles.png	d_price/TRAVIEW_stra/MIDD_stra.png	208.92 USD	0.02%	165	57.58%	5.786	16.30 USD	0%	1.27 USD	1.98%	10
MIN	d_price/pine_tree\MIN_d5_q0.336_id321_pine.java	d_price/TRAVIEW_stra/MIN_candles.png	d_price/TRAVIEW_stra/MIN_stra.png	−0.69 USD	0%	58	39.66%	0.796	2.29 USD	0%	−0.01 USD	0.12%	19
MITK	d_price/pine_tree\MITK_d5_q0.195_id325_pine.java	d_price/TRAVIEW_stra/MITK_candles.png	d_price/TRAVIEW_stra/MITK_stra.png	12.22 USD	0%	118	53.39%	2.188	5.73 USD	0%	0.10 USD	1.18%	6
MITT	d_price/pine_tree\MITT_d5_q0.186_id1283_pine.java	d_price/TRAVIEW_stra/MITT_candles.png	d_price/TRAVIEW_stra/MITT_stra.png	54.10 USD	0.01%	82	67.07%	3.047	7.84 USD	0%	0.66 USD	2.08%	8
MIXT	d_price/pine_tree\MIXT_d5_q0.173_id2160_pine.java	d_price/TRAVIEW_stra/MIXT_candles.png	d_price/TRAVIEW_stra/MIXT_stra.png	28.39 USD	0%	81	67.9%	5.747	2.30 USD	0%	0.35 USD	4.88%	6
MKC	d_price/pine_tree\MKC_d5_q0.246_id1622_pine.java	d_price/TRAVIEW_stra/MKC_candles.png	d_price/TRAVIEW_stra/MKC_stra.png	241.89 USD	0.02%	292	52.74%	7.155	10.62 USD	0%	0.83 USD	2.62%	53
MKL	d_price/pine_tree\MKL_d5_q0.226_id1732_pine.java	d_price/TRAVIEW_stra/MKL_candles.png	d_price/TRAVIEW_stra/MKL_stra.png	528.41 USD	0.05%	97	52.58%	2.272	136.10 USD	0.01%	5.45 USD	0.25%	8
MKSI	d_price/pine_tree\MKSI_d5_q0.181_id431_pine.java	d_price/TRAVIEW_stra/MKSI_candles.png	d_price/TRAVIEW_stra/MKSI_stra.png	639.66 USD	0.06%	275	50.55%	3.767	59.67 USD	0.01%	2.33 USD	4.37%	13
MKTX	d_price/pine_tree\MKTX_d5_q0.199_id1261_pine.java	d_price/TRAVIEW_stra/MKTX_candles.png	d_price/TRAVIEW_stra/MKTX_stra.png	49.16 USD	0%	28	39.29%	6.612	8.49 USD	0%	1.76 USD	−0.15%	5
MLCO	d_price/pine_tree\MLCO_d5_q0.144_id2078_pine.java	d_price/TRAVIEW_stra/MLCO_candles.png	d_price/TRAVIEW_stra/MLCO_stra.png	28.66 USD	0%	102	65.69%	2.247	8.73 USD	0%	0.28 USD	1.96%	4
MLI	d_price/pine_tree\MLI_d5_q0.186_id1624_pine.java	d_price/TRAVIEW_stra/MLI_candles.png	d_price/TRAVIEW_stra/MLI_stra.png	45.82 USD	0%	121	56.2%	6.713	5.49 USD	0%	0.38 USD	2.04%	5
MLKN	d_price/pine_tree\MLKN_d5_q0.204_id1583_pine.java	d_price/TRAVIEW_stra/MLKN_candles.png	d_price/TRAVIEW_stra/MLKN_stra.png	25.93 USD	0%	168	50.6%	2.134	7.31 USD	0%	0.15 USD	0.75%	5
MLM	d_price/pine_tree\MLM_d5_q0.24_id1764_pine.java	d_price/TRAVIEW_stra/MLM_candles.png	d_price/TRAVIEW_stra/MLM_stra.png	42.87 USD	0%	19	47.37%	2.406	20.24 USD	0%	2.26 USD	1.8%	9
MMAT	d_price/pine_tree\MMAT_d5_q0.149_id2029_pine.java	d_price/TRAVIEW_stra/MMAT_candles.png	d_price/TRAVIEW_stra/MMAT_stra.png	802.38 USD	0.08%	109	63.3%	1.703	443.16 USD	0.04%	7.36 USD	4.21%	4
MMC	d_price/pine_tree\MMC_d5_q0.235_id853_pine.java	d_price/TRAVIEW_stra/MMC_candles.png	d_price/TRAVIEW_stra/MMC_stra.png	234.57 USD	0.02%	448	50.22%	2.182	73.95 USD	0.01%	0.52 USD	0.71%	20
MMS	d_price/pine_tree\MMS_d5_q0.202_id2107_pine.java	d_price/TRAVIEW_stra/MMS_candles.png	d_price/TRAVIEW_stra/MMS_stra.png	51.20 USD	0.01%	121	57.02%	2.411	17.78 USD	0%	0.42 USD	0.06%	9
MMSI	d_price/pine_tree\MMSI_d5_q0.174_id1313_pine.java	d_price/TRAVIEW_stra/MMSI_candles.png	d_price/TRAVIEW_stra/MMSI_stra.png	12.29 USD	0%	32	40.63%	3.259	5.31 USD	0%	0.38 USD	1.02%	3
MMYT	d_price/pine_tree\MMYT_d5_q0.174_id2029_pine.java	d_price/TRAVIEW_stra/MMYT_candles.png	d_price/TRAVIEW_stra/MMYT_stra.png	76.05 USD	0.01%	91	72.53%	2.305	19.91 USD	0%	0.84 USD	3.67%	11
MNKD	d_price/pine_tree\MNKD_d5_q0.154_id1138_pine.java	d_price/TRAVIEW_stra/MNKD_candles.png	d_price/TRAVIEW_stra/MNKD_stra.png	67.21 USD	0.01%	142	64.79%	2.325	27.65 USD	0%	0.47 USD	3.89%	4
MNMD	d_price/pine_tree\MNMD_d5_q0.243_id226_pine.java	d_price/TRAVIEW_stra/MNMD_candles.png	d_price/TRAVIEW_stra/MNMD_stra.png	180.03 USD	0.02%	71	49.3%	10.48	10.20 USD	0%	2.54 USD	6.53%	3
MNRO	d_price/pine_tree\MNRO_d5_q0.204_id336_pine.java	d_price/TRAVIEW_stra/MNRO_candles.png	d_price/TRAVIEW_stra/MNRO_stra.png	21.99 USD	0%	37	64.86%	13.016	3.98 USD	0%	0.59 USD	1.6%	4
MNST	d_price/pine_tree\MNST_d5_q0.241_id1135_pine.java	d_price/TRAVIEW_stra/MNST_candles.png	d_price/TRAVIEW_stra/MNST_stra.png	78.93 USD	0.01%	206	43.69%	4.751	13.77 USD	0%	0.38 USD	1.35%	20
MO	d_price/pine_tree\MO_d5_q0.193_id2194_pine.java	d_price/TRAVIEW_stra/MO_candles.png	d_price/TRAVIEW_stra/MO_stra.png	29.29 USD	0%	190	46.32%	2.27	16.81 USD	0%	0.15 USD	0.82%	8
