Open	High	Low	Close	Volume	Date
96.62	96.65	95.3	95.33	75091187	2016-06-17 04:00:00+00:00
96.0	96.57	95.03	95.1	36298241	2016-06-20 04:00:00+00:00
94.94	96.35	94.676	95.91	37402512	2016-06-21 04:00:00+00:00
96.25	96.89	95.35	95.55	30829805	2016-06-22 04:00:00+00:00
95.94	96.29	95.25	96.1	35001129	2016-06-23 04:00:00+00:00
92.91	94.655	92.65	93.4	86950758	2016-06-24 04:00:00+00:00
93.0	93.05	91.5	92.04	50082451	2016-06-27 04:00:00+00:00
92.9	93.66	92.14	93.59	43368152	2016-06-28 04:00:00+00:00
93.97	94.55	93.63	94.4	39525565	2016-06-29 04:00:00+00:00
94.44	95.77	94.3	95.6	39991825	2016-06-30 04:00:00+00:00
95.49	96.465	95.33	95.89	27180926	2016-07-01 04:00:00+00:00
95.39	95.4	94.46	95.04	30590138	2016-07-05 04:00:00+00:00
94.6	95.66	94.37	95.53	32320508	2016-07-06 04:00:00+00:00
95.7	96.5	95.62	95.94	26759405	2016-07-07 04:00:00+00:00
96.49	96.89	96.05	96.68	30976552	2016-07-08 04:00:00+00:00
96.75	97.65	96.73	96.98	25631806	2016-07-11 04:00:00+00:00
97.17	97.7	97.12	97.42	25742471	2016-07-12 04:00:00+00:00
97.41	97.67	96.84	96.87	29344350	2016-07-13 04:00:00+00:00
97.39	98.99	97.32	98.79	40620638	2016-07-14 04:00:00+00:00
98.92	99.3	98.5	98.78	34439924	2016-07-15 04:00:00+00:00
98.7	100.13	98.6	99.83	38637836	2016-07-18 04:00:00+00:00
99.56	100.0	99.34	99.87	25517476	2016-07-19 04:00:00+00:00
100.0	100.46	99.735	99.96	28098817	2016-07-20 04:00:00+00:00
99.83	101.0	99.13	99.43	34391778	2016-07-21 04:00:00+00:00
99.26	99.3	98.31	98.66	30623339	2016-07-22 04:00:00+00:00
98.25	98.84	96.92	97.34	42375440	2016-07-25 04:00:00+00:00
96.82	97.97	96.42	96.67	57744894	2016-07-26 04:00:00+00:00
104.265	104.35	102.75	102.95	97251047	2016-07-27 04:00:00+00:00
102.83	104.45	102.82	104.34	41589114	2016-07-28 04:00:00+00:00
104.19	104.21	104.19	104.21	2971983	2016-07-29 04:00:00+00:00
104.41	106.15	104.41	106.05	39866093	2016-08-01 04:00:00+00:00
105.94	106.07	104.0	104.48	35389092	2016-08-02 04:00:00+00:00
104.81	105.84	104.77	105.79	32251593	2016-08-03 04:00:00+00:00
105.58	106.0	105.28	105.87	28597742	2016-08-04 04:00:00+00:00
106.27	107.65	106.18	107.48	42981482	2016-08-05 04:00:00+00:00
107.52	108.37	107.16	108.37	30743258	2016-08-08 04:00:00+00:00
108.23	108.94	108.01	108.81	27928930	2016-08-09 04:00:00+00:00
108.71	108.9	107.76	108.0	25084453	2016-08-10 04:00:00+00:00
108.52	108.93	107.85	107.93	30136237	2016-08-11 04:00:00+00:00
107.78	108.44	107.78	108.18	20114827	2016-08-12 04:00:00+00:00
108.14	109.54	108.08	109.48	27435277	2016-08-15 04:00:00+00:00
109.63	110.23	109.21	109.38	35709599	2016-08-16 04:00:00+00:00
109.1	109.37	108.34	109.22	26620580	2016-08-17 04:00:00+00:00
109.23	109.6	109.02	109.08	23211726	2016-08-18 04:00:00+00:00
108.77	109.69	108.36	109.36	28219057	2016-08-19 04:00:00+00:00
108.86	109.1	107.85	108.51	27458099	2016-08-22 04:00:00+00:00
108.59	109.32	108.53	108.85	22817679	2016-08-23 04:00:00+00:00
108.565	108.75	107.68	108.03	25451984	2016-08-24 04:00:00+00:00
107.39	107.88	106.68	107.57	26134071	2016-08-25 04:00:00+00:00
107.41	107.95	106.31	106.94	29394870	2016-08-26 04:00:00+00:00
106.62	107.44	106.29	106.82	28085039	2016-08-29 04:00:00+00:00
105.76	106.5	105.5	106.0	26468754	2016-08-30 04:00:00+00:00
105.66	106.5699	105.64	106.1	35796553	2016-08-31 04:00:00+00:00
106.14	106.8	105.62	106.73	28327801	2016-09-01 04:00:00+00:00
107.7	108.0	106.82	107.73	28358467	2016-09-02 04:00:00+00:00
107.9	108.3	107.51	107.7	30056257	2016-09-06 04:00:00+00:00
107.83	108.76	107.07	108.36	43727103	2016-09-07 04:00:00+00:00
107.25	107.27	105.24	105.52	55344672	2016-09-08 04:00:00+00:00
104.64	105.72	103.13	103.13	50117076	2016-09-09 04:00:00+00:00
102.65	105.72	102.53	105.44	48682069	2016-09-12 04:00:00+00:00
107.51	108.79	107.24	107.95	64678815	2016-09-13 04:00:00+00:00
108.73	113.03	108.6	111.77	115195427	2016-09-14 04:00:00+00:00
113.86	115.73	113.49	115.57	94347039	2016-09-15 04:00:00+00:00
115.15	116.13	114.04	114.92	97692279	2016-09-16 04:00:00+00:00
115.19	116.18	113.25	113.58	49319118	2016-09-19 04:00:00+00:00
113.05	114.12	112.51	113.57	36281742	2016-09-20 04:00:00+00:00
113.85	113.989	112.441	113.55	38570286	2016-09-21 04:00:00+00:00
114.35	114.94	114.0	114.62	32837702	2016-09-22 04:00:00+00:00
114.42	114.79	111.55	112.71	55312928	2016-09-23 04:00:00+00:00
111.64	113.39	111.55	112.88	32530096	2016-09-26 04:00:00+00:00
113.0	113.18	112.34	113.09	26920242	2016-09-27 04:00:00+00:00
113.69	114.64	113.43	113.95	31170608	2016-09-28 04:00:00+00:00
113.16	113.8	111.8	112.18	37234662	2016-09-29 04:00:00+00:00
112.46	113.37	111.8	113.05	41377052	2016-09-30 04:00:00+00:00
112.71	113.05	112.28	112.52	23605365	2016-10-03 04:00:00+00:00
113.06	114.31	112.63	113.0	30978709	2016-10-04 04:00:00+00:00
113.4	113.66	112.69	113.05	23079428	2016-10-05 04:00:00+00:00
113.7	114.34	113.13	113.89	30608546	2016-10-06 04:00:00+00:00
114.31	114.56	113.51	114.06	26469641	2016-10-07 04:00:00+00:00
115.02	116.75	114.72	116.05	38394279	2016-10-10 04:00:00+00:00
117.7	118.69	116.2	116.3	67338386	2016-10-11 04:00:00+00:00
117.35	117.98	116.75	117.34	39355265	2016-10-12 04:00:00+00:00
116.79	117.44	115.72	116.98	36365030	2016-10-13 04:00:00+00:00
117.88	118.17	117.13	117.63	38316618	2016-10-14 04:00:00+00:00
117.33	117.84	116.78	117.55	25509197	2016-10-17 04:00:00+00:00
118.18	118.21	117.45	117.47	26118747	2016-10-18 04:00:00+00:00
117.25	117.76	113.8	117.12	21220611	2016-10-19 04:00:00+00:00
116.86	117.38	116.33	117.06	25514040	2016-10-20 04:00:00+00:00
116.81	116.91	116.28	116.6	26433324	2016-10-21 04:00:00+00:00
117.1	117.74	117.0	117.65	25595733	2016-10-24 04:00:00+00:00
117.96	118.36	117.31	118.25	49472654	2016-10-25 04:00:00+00:00
114.13	115.7	113.31	115.59	69758580	2016-10-26 04:00:00+00:00
115.325	115.86	114.1	114.48	38401921	2016-10-27 04:00:00+00:00
113.98	115.21	113.45	113.72	38852432	2016-10-28 04:00:00+00:00
113.6	114.23	113.2	113.54	28956539	2016-10-31 04:00:00+00:00
113.52	113.77	110.53	111.49	46096286	2016-11-01 04:00:00+00:00
111.245	112.35	111.23	111.59	30137835	2016-11-02 04:00:00+00:00
110.95	111.46	109.55	109.83	28371929	2016-11-03 04:00:00+00:00
108.52	110.25	108.11	108.84	33835045	2016-11-04 04:00:00+00:00
110.0	110.51	109.46	110.41	36084091	2016-11-07 05:00:00+00:00
110.28	111.72	109.7	111.06	25569303	2016-11-08 05:00:00+00:00
109.86	111.32	108.05	110.88	62857957	2016-11-09 05:00:00+00:00
111.09	111.09	105.83	107.79	59500204	2016-11-10 05:00:00+00:00
107.0	108.87	106.55	108.43	36548024	2016-11-11 05:00:00+00:00
107.76	107.809	104.08	105.71	53083533	2016-11-14 05:00:00+00:00
106.51	107.68	106.1593	107.11	34290416	2016-11-15 05:00:00+00:00
106.83	110.23	106.6	109.99	60385216	2016-11-16 05:00:00+00:00
109.76	110.35	108.83	109.95	29177415	2016-11-17 05:00:00+00:00
109.735	110.54	109.66	110.06	31306242	2016-11-18 05:00:00+00:00
110.02	111.99	110.01	111.73	31951570	2016-11-21 05:00:00+00:00
111.96	112.42	111.4	111.8	28094304	2016-11-22 05:00:00+00:00
111.385	111.51	110.33	111.23	29825521	2016-11-23 05:00:00+00:00
111.19	111.87	110.95	111.79	12614353	2016-11-25 05:00:00+00:00
111.405	112.465	111.39	111.57	31440024	2016-11-28 05:00:00+00:00
110.74	112.03	110.07	111.46	30642362	2016-11-29 05:00:00+00:00
111.6	112.2	110.27	110.52	42564952	2016-11-30 05:00:00+00:00
110.365	110.94	109.03	109.49	39879142	2016-12-01 05:00:00+00:00
109.29	110.09	108.85	109.9	29280165	2016-12-02 05:00:00+00:00
110.01	110.03	108.25	109.11	36969450	2016-12-05 05:00:00+00:00
109.49	110.36	109.19	109.95	28034665	2016-12-06 05:00:00+00:00
109.23	111.19	109.16	111.03	32828050	2016-12-07 05:00:00+00:00
110.8	112.43	110.6	112.12	29413115	2016-12-08 05:00:00+00:00
112.495	114.7	112.31	113.95	36591744	2016-12-09 05:00:00+00:00
113.25	115.0	112.49	113.3	29042297	2016-12-12 05:00:00+00:00
113.76	115.92	113.75	115.19	46240939	2016-12-13 05:00:00+00:00
115.0	116.2	114.98	115.2	36540322	2016-12-14 05:00:00+00:00
115.38	116.73	115.23	115.82	47280606	2016-12-15 05:00:00+00:00
116.43	116.5	115.645	115.97	59514329	2016-12-16 05:00:00+00:00
115.8	117.38	115.75	116.64	30527119	2016-12-19 05:00:00+00:00
116.74	117.5	116.68	116.95	24351335	2016-12-20 05:00:00+00:00
116.84	117.4	116.78	117.06	24972535	2016-12-21 05:00:00+00:00
116.355	116.51	115.64	116.29	28900011	2016-12-22 05:00:00+00:00
115.59	116.52	115.59	116.52	15370993	2016-12-23 05:00:00+00:00
116.52	117.8	116.49	117.26	19722985	2016-12-27 05:00:00+00:00
117.5	118.0166	116.2	116.76	22052021	2016-12-28 05:00:00+00:00
116.47	117.1095	116.4	116.73	16228119	2016-12-29 05:00:00+00:00
116.68	117.2	115.43	115.82	34682248	2016-12-30 05:00:00+00:00
115.75	116.33	114.76	116.15	31713319	2017-01-03 05:00:00+00:00
115.9	116.51	115.75	116.02	23234449	2017-01-04 05:00:00+00:00
115.97	116.8642	115.81	116.61	23572537	2017-01-05 05:00:00+00:00
116.75	118.16	116.47	117.91	33913959	2017-01-06 05:00:00+00:00
118.0	119.43	117.94	118.99	36262611	2017-01-09 05:00:00+00:00
118.77	119.38	118.3	119.11	26745348	2017-01-10 05:00:00+00:00
118.74	119.93	118.6	119.75	29776164	2017-01-11 05:00:00+00:00
118.81	119.3	118.21	119.25	29155667	2017-01-12 05:00:00+00:00
119.105	119.62	118.81	119.04	28537278	2017-01-13 05:00:00+00:00
118.27	120.24	118.22	120.0	36341827	2017-01-17 05:00:00+00:00
120.06	120.5	119.71	119.99	26204776	2017-01-18 05:00:00+00:00
119.39	120.09	119.37	119.77	27895649	2017-01-19 05:00:00+00:00
120.31	120.45	119.7346	119.9992	34788040	2017-01-20 05:00:00+00:00
119.97	120.81	119.77	120.08	23566062	2017-01-23 05:00:00+00:00
119.55	120.1	119.5	119.97	24828799	2017-01-24 05:00:00+00:00
120.42	122.1	120.28	121.88	34636456	2017-01-25 05:00:00+00:00
121.73	122.44	121.6	121.94	29669464	2017-01-26 05:00:00+00:00
122.07	122.35	121.6	121.95	22566569	2017-01-27 05:00:00+00:00
120.98	121.63	120.66	121.57	32756099	2017-01-30 05:00:00+00:00
121.08	121.39	120.62	121.35	51857764	2017-01-31 05:00:00+00:00
127.09	130.49	127.01	128.75	117402547	2017-02-01 05:00:00+00:00
128.0	129.39	127.78	128.53	35760610	2017-02-02 05:00:00+00:00
128.31	129.19	128.16	129.08	26085571	2017-02-03 05:00:00+00:00
128.99	130.5	128.9	130.29	28496119	2017-02-06 05:00:00+00:00
130.52	132.09	130.45	131.51	39859297	2017-02-07 05:00:00+00:00
131.37	132.22	131.22	132.04	24283359	2017-02-08 05:00:00+00:00
131.65	132.445	131.12	132.42	29961216	2017-02-09 05:00:00+00:00
132.44	132.94	132.05	132.12	22035212	2017-02-10 05:00:00+00:00
133.0	133.82	132.75	133.29	25232871	2017-02-13 05:00:00+00:00
133.46	135.09	133.25	135.02	35256334	2017-02-14 05:00:00+00:00
135.54	136.27	134.62	135.51	37749068	2017-02-15 05:00:00+00:00
135.68	135.9	134.8398	135.345	24245280	2017-02-16 05:00:00+00:00
135.1	135.83	135.1	135.72	26725262	2017-02-17 05:00:00+00:00
136.25	136.75	135.98	136.7	27524192	2017-02-21 05:00:00+00:00
136.42	137.12	136.11	137.11	22798872	2017-02-22 05:00:00+00:00
137.365	137.48	136.3	136.53	22412615	2017-02-23 05:00:00+00:00
135.89	136.66	135.28	136.66	24323453	2017-02-24 05:00:00+00:00
137.06	137.435	136.28	136.93	22471069	2017-02-27 05:00:00+00:00
137.1	137.435	136.7	136.99	26905795	2017-02-28 05:00:00+00:00
137.9	140.15	137.595	139.79	38558670	2017-03-01 05:00:00+00:00
139.99	140.2786	138.76	138.96	28525052	2017-03-02 05:00:00+00:00
138.7	139.83	138.59	139.78	23785033	2017-03-03 05:00:00+00:00
139.4	139.77	138.5959	139.34	23803318	2017-03-06 05:00:00+00:00
139.04	139.98	138.79	139.52	18788184	2017-03-07 05:00:00+00:00
138.95	139.8	138.82	139.0	20578445	2017-03-08 05:00:00+00:00
138.75	138.79	137.05	138.68	23887164	2017-03-09 05:00:00+00:00
139.28	139.3571	138.64	139.14	21297415	2017-03-10 05:00:00+00:00
138.86	139.43	138.82	139.2	19019483	2017-03-13 04:00:00+00:00
139.31	139.65	138.84	138.99	16516366	2017-03-14 04:00:00+00:00
139.45	140.7501	139.025	140.43	27468414	2017-03-15 04:00:00+00:00
140.75	141.02	140.26	140.69	20504868	2017-03-16 04:00:00+00:00
140.975	141.0	139.89	139.99	63898554	2017-03-17 04:00:00+00:00
140.4	141.5	140.23	141.46	22723433	2017-03-20 04:00:00+00:00
142.14	142.8	139.73	139.84	41493809	2017-03-21 04:00:00+00:00
139.82	141.6	139.76	141.42	27840555	2017-03-22 04:00:00+00:00
141.29	141.5844	140.61	140.92	21678665	2017-03-23 04:00:00+00:00
141.46	141.74	140.35	140.64	24690567	2017-03-24 04:00:00+00:00
139.35	141.22	138.62	140.88	25861801	2017-03-27 04:00:00+00:00
140.91	144.04	140.62	143.8	36260860	2017-03-28 04:00:00+00:00
143.67	144.49	143.19	144.12	30396089	2017-03-29 04:00:00+00:00
144.2	144.5	143.5	143.93	22529256	2017-03-30 04:00:00+00:00
143.65	144.27	143.01	143.66	22589722	2017-03-31 04:00:00+00:00
143.67	144.12	143.05	143.7	21547371	2017-04-03 04:00:00+00:00
143.24	144.89	143.17	144.77	20897451	2017-04-04 04:00:00+00:00
144.22	145.46	143.81	144.02	29053296	2017-04-05 04:00:00+00:00
144.27	144.52	143.45	143.66	22923218	2017-04-06 04:00:00+00:00
143.73	144.18	143.27	143.34	17969506	2017-04-07 04:00:00+00:00
143.6	143.8792	142.9	143.17	20280269	2017-04-10 04:00:00+00:00
142.94	143.35	140.06	141.63	31635913	2017-04-11 04:00:00+00:00
141.6	142.15	141.01	141.8	21743634	2017-04-12 04:00:00+00:00
141.91	142.38	141.05	141.05	19177809	2017-04-13 04:00:00+00:00
141.48	141.88	140.87	141.83	18291017	2017-04-17 04:00:00+00:00
141.41	142.04	141.11	141.2	15864008	2017-04-18 04:00:00+00:00
141.88	142.0	140.45	140.68	18491829	2017-04-19 04:00:00+00:00
141.22	142.92	141.16	142.44	25434103	2017-04-20 04:00:00+00:00
142.51	142.68	141.85	142.27	19516371	2017-04-21 04:00:00+00:00
143.5	143.95	143.18	143.64	18913552	2017-04-24 04:00:00+00:00
143.91	144.9	143.87	144.53	20333160	2017-04-25 04:00:00+00:00
144.54	144.6	143.3762	143.68	21410789	2017-04-26 04:00:00+00:00
143.9225	144.16	143.31	143.79	16279475	2017-04-27 04:00:00+00:00
144.09	144.3	143.27	143.65	23060154	2017-04-28 04:00:00+00:00
145.1	147.2	144.96	146.58	35819871	2017-05-01 04:00:00+00:00
147.54	148.09	146.84	147.51	46602809	2017-05-02 04:00:00+00:00
145.59	147.49	144.27	147.06	47571550	2017-05-03 04:00:00+00:00
146.52	147.14	145.81	146.53	25572280	2017-05-04 04:00:00+00:00
146.76	148.98	146.76	148.96	29008909	2017-05-05 04:00:00+00:00
149.03	153.7	149.03	153.01	50798127	2017-05-08 04:00:00+00:00
153.87	154.88	153.45	153.99	40710523	2017-05-09 04:00:00+00:00
153.65	153.94	152.11	153.26	27531380	2017-05-10 04:00:00+00:00
152.45	154.07	152.31	153.95	29023821	2017-05-11 04:00:00+00:00
154.7	156.42	154.67	156.1	34071244	2017-05-12 04:00:00+00:00
156.01	156.65	155.05	155.7	29038523	2017-05-15 04:00:00+00:00
155.94	156.06	154.72	155.47	21068055	2017-05-16 04:00:00+00:00
153.6	154.57	149.71	150.25	53913676	2017-05-17 04:00:00+00:00
151.27	153.34	151.13	152.54	35703253	2017-05-18 04:00:00+00:00
153.38	153.98	152.63	153.06	30742601	2017-05-19 04:00:00+00:00
154.0	154.58	152.91	153.99	24914062	2017-05-22 04:00:00+00:00
154.9	154.9	153.31	153.8	20987587	2017-05-23 04:00:00+00:00
153.84	154.17	152.67	153.34	20339834	2017-05-24 04:00:00+00:00
153.73	154.35	153.03	153.87	19961302	2017-05-25 04:00:00+00:00
153.82	154.24	153.31	153.61	24201016	2017-05-26 04:00:00+00:00
153.42	154.43	153.33	153.67	22409726	2017-05-30 04:00:00+00:00
153.97	154.17	152.38	152.76	28943301	2017-05-31 04:00:00+00:00
153.17	153.33	152.22	153.18	17671900	2017-06-01 04:00:00+00:00
153.58	155.45	152.89	155.45	29972335	2017-06-02 04:00:00+00:00
154.34	154.45	153.46	153.93	26490762	2017-06-05 04:00:00+00:00
153.9	155.81	153.78	154.45	28676586	2017-06-06 04:00:00+00:00
155.02	155.98	154.48	155.37	22881721	2017-06-07 04:00:00+00:00
155.25	155.54	154.4	154.99	23125489	2017-06-08 04:00:00+00:00
155.19	155.19	146.02	148.98	68152905	2017-06-09 04:00:00+00:00
145.74	146.09	142.51	145.42	75610135	2017-06-12 04:00:00+00:00
147.16	147.45	145.15	146.59	36944295	2017-06-13 04:00:00+00:00
147.5	147.5	143.84	145.16	33286657	2017-06-14 04:00:00+00:00
143.26	144.4798	142.21	144.29	33663289	2017-06-15 04:00:00+00:00
143.77	144.5	142.2	142.27	68539472	2017-06-16 04:00:00+00:00
143.66	146.74	143.66	146.34	35517908	2017-06-19 04:00:00+00:00
146.87	146.87	144.94	145.01	26749274	2017-06-20 04:00:00+00:00
145.52	146.0693	144.61	145.87	24476031	2017-06-21 04:00:00+00:00
145.77	146.7	145.1199	145.63	21689527	2017-06-22 04:00:00+00:00
145.13	147.16	145.11	146.28	43481382	2017-06-23 04:00:00+00:00
147.17	148.28	145.38	145.82	27460502	2017-06-26 04:00:00+00:00
145.01	146.16	143.62	143.73	26630447	2017-06-27 04:00:00+00:00
144.49	146.11	143.1601	145.83	23927063	2017-06-28 04:00:00+00:00
144.71	145.13	142.28	143.68	32841973	2017-06-29 04:00:00+00:00
